Dataset Name,Image Name,Organism,Cell Line,Cell Cycle Phase,Targeted Protein,Gene Identifier %% url=http://www.ensembl.org/id/%s,Gene Symbol,Gene Symbol Synonyms,Channels,Phenotype 1,Mean Outer Toroid Diameter,Standard Deviation of Outer Toroid Diameter,Number of Centrosomes Measured
CDK5RAP2-C,Cep215_PCNT_gtub_20110506_Fri-1726_0_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,442:CDK5RAP2-C; 525:PCNT; 615:TUBG1-N,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,Cep215_PCNT_gtub_20110506_Fri-1733_0_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,442:CDK5RAP2-C; 525:PCNT; 615:TUBG1-N,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,Cep215_PCNT_gtub_20110506_Fri-1740_0_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,442:CDK5RAP2-C; 525:PCNT; 615:TUBG1-N,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,Cep215_PCNT_gtub_20110506_Fri-1751_0_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,442:CDK5RAP2-C; 525:PCNT; 615:TUBG1-N,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,Cep215_PCNT_NEDD1_20110505_Thu-1216_0_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,442:CDK5RAP2-C; 525:PCNT; 615:NEDD1,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,Cep215_PCNT_NEDD1_20110505_Thu-1241_0_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,442:CDK5RAP2-C; 525:PCNT; 615:NEDD1,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,Cep215_PCNT_NEDD1_20110505_Thu-1331_0_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,442:CDK5RAP2-C; 525:PCNT; 615:NEDD1,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,Cep215_PCNT_NEDD1_20110505_Thu-1403_0_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,442:CDK5RAP2-C; 525:PCNT; 615:NEDD1,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,Cep215_PCNT_NEDD1_20110505_Thu-1436_0_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,442:CDK5RAP2-C; 525:PCNT; 615:NEDD1,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,Cep215_PCNT_NEDD1_20110505_Thu-1441_0_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,442:CDK5RAP2-C; 525:PCNT; 615:NEDD1,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,Cep215_PCNT_NEDD1_20110505_Thu-1504_0_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,442:CDK5RAP2-C; 525:PCNT; 615:NEDD1,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,Cep215_PCNT_NEDD1_20110505_Thu-1511_0_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,442:CDK5RAP2-C; 525:PCNT; 615:NEDD1,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,Cep215_PCNT_NEDD1_20110505_Thu-1516_0_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,442:CDK5RAP2-C; 525:PCNT; 615:NEDD1,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,Cep215_PCNT_NEDD1_20110505_Thu-1529_0_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,442:CDK5RAP2-C; 525:PCNT; 615:NEDD1,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,Ctrl_Cep215_NEDD1_20101116_Tue-1159_1_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,525:CDK5RAP2-C; 615:NEDD1,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,Ctrl_Cep215_NEDD1_20101116_Tue-1242_1_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,525:CDK5RAP2-C; 615:NEDD1,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,Ctrl_Cep215_NEDD1_20101116_Tue-1246_1_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,525:CDK5RAP2-C; 615:NEDD1,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,Ctrl_Cep215_NEDD1_20101116_Tue-1251_1_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,525:CDK5RAP2-C; 615:NEDD1,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,siControl_N20_Cep215_I_20110411_Mon-1349_0_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,525:PCNT; 615:CDK5RAP2-C,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,siControl_N20_Cep215_I_20110411_Mon-1459_0_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,525:PCNT; 615:CDK5RAP2-C,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,siControl_N20_Cep215_I_20110411_Mon-1501_0_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,525:PCNT; 615:CDK5RAP2-C,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,siControl_N20_Cep215_I_20110411_Mon-1503_0_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,525:PCNT; 615:CDK5RAP2-C,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CDK5RAP2-C,siControl_N20_Cep215_I_20110411_Mon-1509_0_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CDK5RAP2-C,ENSG00000136861,CDK5RAP2,CEP215,525:PCNT; 615:CDK5RAP2-C,protein localized to centrosome,452.2 nanometers,38.1 nanometers,40
CENT2,Ctrl_Cep192_Cent_20101014_Thu-1301_1_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:CEP192-M; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,Ctrl_Cep192_Cent_20101014_Thu-1315_1_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:CEP192-M; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,Ctrl_Cep192_Cent_20101014_Thu-1318_1_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:CEP192-M; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,Ctrl_Cep192_Cent_20101014_Thu-1438_1_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:CEP192-M; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,Ctrl_Cep192_Cent_20101014_Thu-1443_1_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:CEP192-M; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,Ctrl_Cep192_Cent_20101014_Thu-1446_1_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:CEP192-M; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,Ctrl_Cep192_Cent_20101014_Thu-1452_1_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:CEP192-M; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,NEDD1_Centrin_003_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:NEDD1-C1; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,NEDD1_Centrin_004_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:NEDD1-C1; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,NEDD1_Centrin_006_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:NEDD1-C1; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,NEDD1_Centrin_009_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:NEDD1-C1; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,NEDD1_Centrin_010_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:NEDD1-C1; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,NEDD1_Centrin_012_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:NEDD1-C1; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,NEDD1_Centrin_014_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:NEDD1-C1; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,NEDD1_Centrin_016_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:NEDD1-C1; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,NEDD1_Centrin_020_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:NEDD1-C1; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,NEDD1_Centrin_026_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:NEDD1-C1; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,NEDD1_Centrin_031_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:NEDD1-C1; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,NEDD1_Centrin_043_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:NEDD1-C1; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,NEDD1_Centrin_046_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:NEDD1-C1; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,NEDD1_Centrin_048_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:NEDD1-C1; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CENT2,NEDD1_Centrin_053_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CENT2,ENSG00000147400,CETN2,,525:NEDD1-C1; 615:CENT2,protein localized to centrosome,197.7 nanometers,16.5 nanometers,53
CEP120/20111106,Cep120_gtub_001_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,Cep120_gtub_002_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,Cep120_gtub_007_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,Cep120_gtub_008_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,Cep120_gtub_009_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,Cep120_gtub_010_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,Cep120_gtub_015_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,Cep120_gtub_016_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,Cep120_gtub_020_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,Cep120_gtub_023_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,Cep120_gtub_024_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,Cep120_gtub_025_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,Cep120_gtub_026_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,Cep120_gtub_027_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,Cep120_gtub_028_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,Cep120_gtub_030_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_001_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_002_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_003_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_005_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_006_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_007_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_008_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_009_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_010_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_011_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_012_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_014_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_015_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_018_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_020_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_023_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_024_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_026_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_027_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_028_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_029_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111106,JG_Cep120_gtub_030_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111209,Cep120_gtub_001_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111209,Cep120_gtub_002_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111209,Cep120_gtub_003_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111209,Cep120_gtub_005_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111209,Cep120_gtub_007_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111209,Cep120_gtub_008_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111209,Cep120_gtub_009_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111209,Cep120_gtub_011_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111209,Cep120_gtub_013_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP120/20111209,Cep120_gtub_015_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP120,ENSG00000168944,CEP120,,525:CEP120; 615:TUBG1-N,protein localized to centrosome,364 nanometers,25.3 nanometers,54
CEP152,Cep152_gtub_001_SIR_PRJ.dv,Homo sapiens,HeLa,interphase,CEP152,ENSG00000103995,CEP152,,525:CEP152; 615:TUBG1-N,protein localized to centrosome,435.3 nanometers,21.4 nanometers,70
