Plate	Well	Plate_Well	siRNA Pool Identifier	Gene Identifier	Gene Symbol	Z-score (Spindly)	"Z-score (Large, spread)"	Z-score (Triangular)	Z-score (Fan)	"Z-score (Round, small)"	Z-score (High nuclear YAP/TAZ)	Z-score (Low nuclear YAP/TAZ)	Z-score (High total YAP/TAZ)	Z-score (Low total YAP/TAZ)	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8	Phenotype 9
MDA-MB-231_ONTARGETPlus_1A	D12	MDA-MB-231_ONTARGETPlus_1A_D12	L-030269-01	55701	ARHGEF40		1.696847329	1.556175043			2.760740315			-2.499721486	yes	well		"Large, spread"	Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	D14	MDA-MB-231_ONTARGETPlus_1A_D14	L-022573-01	25894	PLEKHG4									-2.057005997	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	D17	MDA-MB-231_ONTARGETPlus_1A_D17	L-026304-01	23268	DNMBP									-2.521352972	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	D18	MDA-MB-231_ONTARGETPlus_1A_D18	L-009616-00	8874	ARHGEF7	2.499351547		2.909327448						-2.684130059	yes	well	Spindly		Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	D19	MDA-MB-231_ONTARGETPlus_1A_D19	L-009238-01	9912	ARHGAP44		1.696847329								yes	well		"Large, spread"							
MDA-MB-231_ONTARGETPlus_1A	D20	MDA-MB-231_ONTARGETPlus_1A_D20	L-035016-00	89839	ARHGAP11B		3.178701077							-1.995960452	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	D21	MDA-MB-231_ONTARGETPlus_1A_D21	L-009238-01	9912	ARHGAP44						1.618244493				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_ONTARGETPlus_1A	D22	MDA-MB-231_ONTARGETPlus_1A_D22	L-009382-01	79658	ARHGAP10		1.696847329								yes	well		"Large, spread"							
MDA-MB-231_ONTARGETPlus_1A	D3	MDA-MB-231_ONTARGETPlus_1A_D3	L-024733-01	345930	ECT2L		2.437774203								yes	well		"Large, spread"							
MDA-MB-231_ONTARGETPlus_1A	D4	MDA-MB-231_ONTARGETPlus_1A_D4	L-015696-01	139818	DOCK11			2.476318678						-4.785472249	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	D6	MDA-MB-231_ONTARGETPlus_1A_D6	L-005199-00	7410	VAV2						2.532483742				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_ONTARGETPlus_1A	D8	MDA-MB-231_ONTARGETPlus_1A_D8	L-008611-00	29	ABR									-2.376429839	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	D9	MDA-MB-231_ONTARGETPlus_1A_D9	L-006450-00	1894	ECT2		5.401481699		4.714358661					-3.193963267	yes	well		"Large, spread"		Fan					Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	E10	MDA-MB-231_ONTARGETPlus_1A_E10	L-009313-01	23101	MCF2L2		1.696847329							-1.991473253	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	E11	MDA-MB-231_ONTARGETPlus_1A_E11	L-009354-01	25791	NGEF									-1.717518983	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	E12	MDA-MB-231_ONTARGETPlus_1A_E12	L-010063-01	57580	PREX1		3.178701077							-2.100028838	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	E13	MDA-MB-231_ONTARGETPlus_1A_E13	L-003915-00	10276	NET1	2.117641085						-1.557443995			yes	well	Spindly						Low nuclear YAP/TAZ		
MDA-MB-231_ONTARGETPlus_1A	E14	MDA-MB-231_ONTARGETPlus_1A_E14	L-003560-00	5879	RAC1			1.583238091						-2.902236315	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	E15	MDA-MB-231_ONTARGETPlus_1A_E15	L-009841-00	50618	ITSN2		2.437774203	2.476318678			5.0294673			-2.889447713	yes	well		"Large, spread"	Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	E16	MDA-MB-231_ONTARGETPlus_1A_E16	L-009882-00	58480	RHOU			2.151562101						-2.811568778	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	E17	MDA-MB-231_ONTARGETPlus_1A_E17	L-014602-00	80243	PREX2	3.008298831		1.529111995							yes	well	Spindly		Triangular						
MDA-MB-231_ONTARGETPlus_1A	E18	MDA-MB-231_ONTARGETPlus_1A_E18	L-004121-01	115557	ARHGEF25									-1.685646501	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	E19	MDA-MB-231_ONTARGETPlus_1A_E19	L-006374-00	171177	RHOV		2.437774203							-1.989671266	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	E22	MDA-MB-231_ONTARGETPlus_1A_E22	L-024506-00	64283	ARHGEF28	3.008298831	1.696847329	3.964786324						-1.93602905	yes	well	Spindly	"Large, spread"	Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	E3	MDA-MB-231_ONTARGETPlus_1A_E3	L-017096-01	55160	ARHGEF10L		3.919627951							-2.944255699	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	E4	MDA-MB-231_ONTARGETPlus_1A_E4	L-008395-00	388	RHOB									-2.642201587	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	E6	MDA-MB-231_ONTARGETPlus_1A_E6	L-005057-00	998	CDC42	1.735930622									yes	well	Spindly								
MDA-MB-231_ONTARGETPlus_1A	E8	MDA-MB-231_ONTARGETPlus_1A_E8	L-026895-00	55785	FGD6									-1.817041117	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	F12	MDA-MB-231_ONTARGETPlus_1A_F12	L-020314-00	23229	ARHGEF9		1.696847329	3.234084025			1.88233845			-3.029046789	yes	well		"Large, spread"	Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	F15	MDA-MB-231_ONTARGETPlus_1A_F15	L-009444-00	4983	OPHN1	4.407903861		1.962120764	1.678302675						yes	well	Spindly		Triangular	Fan					
MDA-MB-231_ONTARGETPlus_1A	F18	MDA-MB-231_ONTARGETPlus_1A_F18	L-023079-00	55619	DOCK10				2.157679936		2.566391421				yes	well				Fan		High nuclear YAP/TAZ			
MDA-MB-231_ONTARGETPlus_1A	F19	MDA-MB-231_ONTARGETPlus_1A_F19	L-003791-01	1124	CHN2		1.696847329	1.826805524						-1.571863341	yes	well		"Large, spread"	Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	F20	MDA-MB-231_ONTARGETPlus_1A_F20	L-032389-01	440107	PLEKHG7	2.244877906		3.017579641						-3.779327393	yes	well	Spindly		Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	F21	MDA-MB-231_ONTARGETPlus_1A_F21	L-027177-00	84033	OBSCN		2.437774203				2.516274217				yes	well		"Large, spread"				High nuclear YAP/TAZ			
MDA-MB-231_ONTARGETPlus_1A	F22	MDA-MB-231_ONTARGETPlus_1A_F22	L-009616-00	8874	ARHGEF7			2.368066486						-2.528326328	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	F8	MDA-MB-231_ONTARGETPlus_1A_F8	L-022573-01	25894	PLEKHG4		1.696847329							-1.535496351	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	F9	MDA-MB-231_ONTARGETPlus_1A_F9	L-009580-00	394	ARHGAP5						2.158561984				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_ONTARGETPlus_1A	G11	MDA-MB-231_ONTARGETPlus_1A_G11	L-010367-00	57381	RHOJ		1.696847329							-1.584897775	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	G12	MDA-MB-231_ONTARGETPlus_1A_G12	L-009751-00	9828	ARHGEF17		1.696847329	4.911993008			2.800492245			-4.160850312	yes	well		"Large, spread"	Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	G13	MDA-MB-231_ONTARGETPlus_1A_G13	L-008804-00	399	RHOH		2.437774203								yes	well		"Large, spread"							
MDA-MB-231_ONTARGETPlus_1A	G14	MDA-MB-231_ONTARGETPlus_1A_G14	L-024506-00	64283	ARHGEF28	2.499351547								-1.926345209	yes	well	Spindly								Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	G16	MDA-MB-231_ONTARGETPlus_1A_G16	L-008836-00	5881	RAC3									-1.560841479	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	G17	MDA-MB-231_ONTARGETPlus_1A_G17	L-008316-00	54509	RHOF		3.178701077				1.5037854			-1.506949549	yes	well		"Large, spread"				High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	G19	MDA-MB-231_ONTARGETPlus_1A_G19	L-005195-00	6655	SOS2						2.299706145				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_ONTARGETPlus_1A	G20	MDA-MB-231_ONTARGETPlus_1A_G20	L-005093-00	7984	ARHGEF5	4.28066704		3.423525362						-3.241035797	yes	well	Spindly		Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	G21	MDA-MB-231_ONTARGETPlus_1A_G21	L-009354-01	25791	NGEF			1.826805524							yes	well			Triangular						
MDA-MB-231_ONTARGETPlus_1A	G3	MDA-MB-231_ONTARGETPlus_1A_G3	L-005047-00	7204	TRIO		2.437774203				1.839774664			-1.656852348	yes	well		"Large, spread"				High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	G4	MDA-MB-231_ONTARGETPlus_1A_G4	L-008836-00	5881	RAC3									-1.595770102	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	G5	MDA-MB-231_ONTARGETPlus_1A_G5	L-028077-01	152273	FGD5			1.962120764						-2.421786455	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	G6	MDA-MB-231_ONTARGETPlus_1A_G6	L-032365-02	445328	ARHGEF35		2.437774203								yes	well		"Large, spread"							
MDA-MB-231_ONTARGETPlus_1A	G8	MDA-MB-231_ONTARGETPlus_1A_G8	L-009943-00	23433	RHOQ			1.556175043						-1.518271406	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	G9	MDA-MB-231_ONTARGETPlus_1A_G9	L-003904-00	4168	MCF2						2.782353015			-1.935291972	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	H10	MDA-MB-231_ONTARGETPlus_1A_H10	L-010323-01	23075	SWAP70	2.244877906									yes	well	Spindly								
MDA-MB-231_ONTARGETPlus_1A	H11	MDA-MB-231_ONTARGETPlus_1A_H11	L-015006-00	84904	ARHGEF39						3.406033776			-2.918698103	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	H13	MDA-MB-231_ONTARGETPlus_1A_H13	L-003875-00	613	BCR		2.437774203								yes	well		"Large, spread"							
MDA-MB-231_ONTARGETPlus_1A	H17	MDA-MB-231_ONTARGETPlus_1A_H17	L-009444-00	4983	OPHN1	2.753825189									yes	well	Spindly								
MDA-MB-231_ONTARGETPlus_1A	H18	MDA-MB-231_ONTARGETPlus_1A_H18	L-008650-00	29127	RACGAP1		6.883335447							-4.359392793	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	H22	MDA-MB-231_ONTARGETPlus_1A_H22	L-023690-00	64857	PLEKHG2						2.435667669				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_ONTARGETPlus_1A	H3	MDA-MB-231_ONTARGETPlus_1A_H3	L-014170-01	57722	IGDCC4	2.244877906									yes	well	Spindly								
MDA-MB-231_ONTARGETPlus_1A	H4	MDA-MB-231_ONTARGETPlus_1A_H4	L-008426-00	23092	ARHGAP26			1.583238091						-2.017646398	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	H5	MDA-MB-231_ONTARGETPlus_1A_H5	L-018931-00	80005	DOCK5	5.680272069						-2.832262468			yes	well	Spindly						Low nuclear YAP/TAZ		
MDA-MB-231_ONTARGETPlus_1A	H7	MDA-MB-231_ONTARGETPlus_1A_H7	L-008434-00	26230	TIAM2			1.989183812						-3.993269631	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	H8	MDA-MB-231_ONTARGETPlus_1A_H8	L-021122-00	9824	ARHGAP11A									-2.589609302	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	H9	MDA-MB-231_ONTARGETPlus_1A_H9	L-013873-01	57449	PLEKHG5									-2.627583776	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	I10	MDA-MB-231_ONTARGETPlus_1A_I10	L-009751-00	9828	ARHGEF17		3.178701077	2.530444775			2.354068701			-3.893003493	yes	well		"Large, spread"	Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	I11	MDA-MB-231_ONTARGETPlus_1A_I11	L-009421-00	9138	ARHGEF1									-2.433201241	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	I16	MDA-MB-231_ONTARGETPlus_1A_I16	L-003860-00	387	RHOA	6.316456174	1.696847329	3.477651458				-5.128225866		-2.161382929	yes	well	Spindly	"Large, spread"	Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	I17	MDA-MB-231_ONTARGETPlus_1A_I17	L-008431-01	221472	FGD2		1.696847329	1.718553331			1.507920483			-1.886267715	yes	well		"Large, spread"	Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	I19	MDA-MB-231_ONTARGETPlus_1A_I19	L-009612-00	2245	FGD1			1.745616379							yes	well			Triangular						
MDA-MB-231_ONTARGETPlus_1A	I20	MDA-MB-231_ONTARGETPlus_1A_I20	L-009389-00	9886	RHOBTB1					1.857328203			1.569311579		yes	well					"Round, small"			High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_ONTARGETPlus_1A	I22	MDA-MB-231_ONTARGETPlus_1A_I22	L-008868-00	11214	AKAP13		4.660554825	3.45058841	2.796849617		2.359030801			-2.312707809	yes	well		"Large, spread"	Triangular	Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	I23	MDA-MB-231_ONTARGETPlus_1A_I23	M-003865-02	9113	LATS1		1.696847329				6.381694524			-3.610159833	yes	well		"Large, spread"				High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	I3	MDA-MB-231_ONTARGETPlus_1A_I3	L-009323-00	5923	RASGRF1			1.610301139						-2.119098754	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	I4	MDA-MB-231_ONTARGETPlus_1A_I4	L-009727-00	8153	RND2			1.529111995							yes	well			Triangular						
MDA-MB-231_ONTARGETPlus_1A	I5	MDA-MB-231_ONTARGETPlus_1A_I5	L-009654-00	23370	ARHGEF18					3.671418328					yes	well					"Round, small"				
MDA-MB-231_ONTARGETPlus_1A	I6	MDA-MB-231_ONTARGETPlus_1A_I6	L-009237-00	9855	FARP2			2.124499053							yes	well			Triangular						
MDA-MB-231_ONTARGETPlus_1A	I7	MDA-MB-231_ONTARGETPlus_1A_I7	L-010234-00	27237	ARHGEF16			4.127164613			2.763717575			-3.162465291	yes	well			Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	I8	MDA-MB-231_ONTARGETPlus_1A_I8	L-009252-00	23221	RHOBTB2				5.832905603		2.670209568			-2.489679169	yes	well				Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	I9	MDA-MB-231_ONTARGETPlus_1A_I9	L-008555-00	389	RHOC	5.044087965		2.016246861							yes	well	Spindly		Triangular						
MDA-MB-231_ONTARGETPlus_1A	J10	MDA-MB-231_ONTARGETPlus_1A_J10	L-031878-01	153478	PLEKHG4B									-2.197311685	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	J12	MDA-MB-231_ONTARGETPlus_1A_J12	L-008650-00	29127	RACGAP1				2.796849617					-4.255656009	yes	well				Fan					Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	J13	MDA-MB-231_ONTARGETPlus_1A_J13	L-008235-00	50649	ARHGEF4									-1.978376894	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	J15	MDA-MB-231_ONTARGETPlus_1A_J15	L-014170-01	57722	IGDCC4		2.437774203								yes	well		"Large, spread"							
MDA-MB-231_ONTARGETPlus_1A	J16	MDA-MB-231_ONTARGETPlus_1A_J16	L-032927-01	389337	ARHGEF37		1.696847329							-1.809204914	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	J18	MDA-MB-231_ONTARGETPlus_1A_J18	L-035016-00	89839	ARHGAP11B		1.696847329								yes	well		"Large, spread"							
MDA-MB-231_ONTARGETPlus_1A	J19	MDA-MB-231_ONTARGETPlus_1A_J19	L-026304-01	23268	DNMBP			1.745616379						-2.217945919	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	J20	MDA-MB-231_ONTARGETPlus_1A_J20	L-010231-00	9459	ARHGEF6			2.8822644		2.733798713					yes	well			Triangular		"Round, small"				
MDA-MB-231_ONTARGETPlus_1A	J21	MDA-MB-231_ONTARGETPlus_1A_J21	L-026514-01	57569	ARHGAP20	4.662377502									yes	well	Spindly								
MDA-MB-231_ONTARGETPlus_1A	J22	MDA-MB-231_ONTARGETPlus_1A_J22	L-003935-00	7409	VAV1	1.863167443	3.178701077				1.867397018				yes	well	Spindly	"Large, spread"				High nuclear YAP/TAZ			
MDA-MB-231_ONTARGETPlus_1A	J23	MDA-MB-231_ONTARGETPlus_1A_J23	M-003865-02	9113	LATS1						6.391673857			-4.151541261	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	J3	MDA-MB-231_ONTARGETPlus_1A_J3	L-013854-01	57221	ARFGEF3	1.863167443			1.518510255						yes	well	Spindly			Fan					
MDA-MB-231_ONTARGETPlus_1A	J5	MDA-MB-231_ONTARGETPlus_1A_J5	L-018931-00	80005	DOCK5	5.934745711						-1.985673174			yes	well	Spindly						Low nuclear YAP/TAZ		
MDA-MB-231_ONTARGETPlus_1A	J6	MDA-MB-231_ONTARGETPlus_1A_J6	L-017817-01	50619	DEF6		1.696847329	3.640029747			1.541221683			-1.988947618	yes	well		"Large, spread"	Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_ONTARGETPlus_1A	J8	MDA-MB-231_ONTARGETPlus_1A_J8	L-023079-00	55619	DOCK10				1.518510255	1.918477308					yes	well				Fan	"Round, small"				
