Plate	Well	Plate_Well	siRNA Pool Identifier	Gene Identifier	Gene Symbol	Z-score (Spindly)	"Z-score (Large, spread)"	Z-score (Triangular)	Z-score (Fan)	"Z-score (Round, small)"	Z-score (High nuclear YAP/TAZ)	Z-score (Low nuclear YAP/TAZ)	Z-score (High total YAP/TAZ)	Z-score (Low total YAP/TAZ)	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8	Phenotype 9
LM2_ONTARGETPlus_1A	C8	LM2_ONTARGETPlus_1A_C8	L-005093-00	7984	ARHGEF5	2.044654394									yes	well	Spindly								
LM2_ONTARGETPlus_1A	C9	LM2_ONTARGETPlus_1A_C9	L-007741-00	5880	RAC2							-1.644979461			yes	well							Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	D10	LM2_ONTARGETPlus_1A_D10	L-032389-01	440107	PLEKHG7									-4.578669814	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	D11	LM2_ONTARGETPlus_1A_D11	L-008434-00	26230	TIAM2									-4.312920761	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	D12	LM2_ONTARGETPlus_1A_D12	L-030269-01	55701	ARHGEF40									-1.782533145	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	D14	LM2_ONTARGETPlus_1A_D14	L-022573-01	25894	PLEKHG4									-3.011092777	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	D15	LM2_ONTARGETPlus_1A_D15	L-031950-00	57572	DOCK6					2.487817524					yes	well					"Round, small"				
LM2_ONTARGETPlus_1A	D16	LM2_ONTARGETPlus_1A_D16	L-020676-00	56848	ARHGEF38	3.322515713						-1.633706168			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	D17	LM2_ONTARGETPlus_1A_D17	L-026304-01	23268	DNMBP									-1.679259247	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	D18	LM2_ONTARGETPlus_1A_D18	L-009616-00	8874	ARHGEF7									-1.751886376	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	D3	LM2_ONTARGETPlus_1A_D3	L-024733-01	345930	ECT2L									-3.70428565	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	D4	LM2_ONTARGETPlus_1A_D4	L-015696-01	139818	DOCK11		4.854193743							-7.639868297	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	D5	LM2_ONTARGETPlus_1A_D5	L-012695-00	1795	DOCK3									-2.825164452	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	D6	LM2_ONTARGETPlus_1A_D6	L-005199-00	7410	VAV2									-2.078003594	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	D8	LM2_ONTARGETPlus_1A_D8	L-008611-00	29	ABR		4.854193743				2.144633839			-2.933508835	yes	well		"Large, spread"				High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	D9	LM2_ONTARGETPlus_1A_D9	L-006450-00	1894	ECT2		15.92479554							-4.545044566	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	E10	LM2_ONTARGETPlus_1A_E10	L-009313-01	23101	MCF2L2		1.754425239								yes	well		"Large, spread"							
LM2_ONTARGETPlus_1A	E13	LM2_ONTARGETPlus_1A_E13	L-003915-00	10276	NET1	3.15583815						-3.233875723			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	E14	LM2_ONTARGETPlus_1A_E14	L-003560-00	5879	RAC1							-1.547263405		-1.687446651	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	E15	LM2_ONTARGETPlus_1A_E15	L-009841-00	50618	ITSN2						2.504996362			-2.687190342	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	E16	LM2_ONTARGETPlus_1A_E16	L-009882-00	58480	RHOU		3.082897455								yes	well		"Large, spread"							
LM2_ONTARGETPlus_1A	E20	LM2_ONTARGETPlus_1A_E20	L-008940-00	29984	RHOD							-1.557770965	2.56392914		yes	well							Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_ONTARGETPlus_1A	E22	LM2_ONTARGETPlus_1A_E22	L-024506-00	64283	ARHGEF28	2.155772769									yes	well	Spindly								
LM2_ONTARGETPlus_1A	E3	LM2_ONTARGETPlus_1A_E3	L-017096-01	55160	ARHGEF10L		1.754425239							-4.086042333	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	E4	LM2_ONTARGETPlus_1A_E4	L-008395-00	388	RHOB									-3.055834501	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	E5	LM2_ONTARGETPlus_1A_E5	L-013460-00	9639	ARHGEF10		3.082897455					-1.680373349		-2.761182294	yes	well		"Large, spread"					Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	E6	LM2_ONTARGETPlus_1A_E6	L-005057-00	998	CDC42	1.600180891						-3.069753587	3.039608786		yes	well	Spindly						Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_ONTARGETPlus_1A	E8	LM2_ONTARGETPlus_1A_E8	L-026895-00	55785	FGD6		1.754425239							-2.767540608	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	E9	LM2_ONTARGETPlus_1A_E9	L-008929-00	27289	RND1									-1.561727291	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	F12	LM2_ONTARGETPlus_1A_F12	L-020314-00	23229	ARHGEF9									-2.495967051	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	F13	LM2_ONTARGETPlus_1A_F13	L-010251-01	1123	CHN1		5.739841887							-1.549321055	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	F17	LM2_ONTARGETPlus_1A_F17	L-014168-00	57679	ALS2								1.553170004		yes	well								High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_ONTARGETPlus_1A	F20	LM2_ONTARGETPlus_1A_F20	L-032389-01	440107	PLEKHG7									-3.533410891	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	F3	LM2_ONTARGETPlus_1A_F3	L-010251-01	1123	CHN1		1.754425239							-2.94007184	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	F4	LM2_ONTARGETPlus_1A_F4	L-004775-01	57584	ARHGAP21									-2.883261702	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	F5	LM2_ONTARGETPlus_1A_F5	L-031950-00	57572	DOCK6							-1.808038079			yes	well							Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	F6	LM2_ONTARGETPlus_1A_F6	L-019915-00	1794	DOCK2		2.640073383							-1.540517142	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	F8	LM2_ONTARGETPlus_1A_F8	L-022573-01	25894	PLEKHG4									-3.34790131	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	F9	LM2_ONTARGETPlus_1A_F9	L-009580-00	394	ARHGAP5					4.523382073					yes	well					"Round, small"				
LM2_ONTARGETPlus_1A	G12	LM2_ONTARGETPlus_1A_G12	L-009751-00	9828	ARHGEF17		7.953962247				2.632448388			-3.979403802	yes	well		"Large, spread"				High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	G17	LM2_ONTARGETPlus_1A_G17	L-008316-00	54509	RHOF						1.801457771				yes	well						High nuclear YAP/TAZ			
LM2_ONTARGETPlus_1A	G19	LM2_ONTARGETPlus_1A_G19	L-005195-00	6655	SOS2	2.65580546				2.996708661			2.339246309		yes	well	Spindly				"Round, small"			High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_ONTARGETPlus_1A	G20	LM2_ONTARGETPlus_1A_G20	L-005093-00	7984	ARHGEF5	2.989160586									yes	well	Spindly								
LM2_ONTARGETPlus_1A	G22	LM2_ONTARGETPlus_1A_G22	L-009833-00	26084	ARHGEF26				1.636518963	2.021333982					yes	well				Fan	"Round, small"				
LM2_ONTARGETPlus_1A	G3	LM2_ONTARGETPlus_1A_G3	L-005047-00	7204	TRIO			3.347228715							yes	well			Triangular						
LM2_ONTARGETPlus_1A	G4	LM2_ONTARGETPlus_1A_G4	L-008836-00	5881	RAC3		2.197249311							-3.59738963	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	G5	LM2_ONTARGETPlus_1A_G5	L-028077-01	152273	FGD5									-2.338499048	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	G7	LM2_ONTARGETPlus_1A_G7	L-013243-00	50650	ARHGEF3		1.754425239					-2.284409172			yes	well		"Large, spread"					Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	G8	LM2_ONTARGETPlus_1A_G8	L-009943-00	23433	RHOQ	1.655740079									yes	well	Spindly								
LM2_ONTARGETPlus_1A	G9	LM2_ONTARGETPlus_1A_G9	L-003904-00	4168	MCF2									-2.050941568	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	H10	LM2_ONTARGETPlus_1A_H10	L-010323-01	23075	SWAP70							-2.218641204		-1.557097197	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	H11	LM2_ONTARGETPlus_1A_H11	L-015006-00	84904	ARHGEF39									-2.921381491	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	H12	LM2_ONTARGETPlus_1A_H12	L-004158-00	2909	ARHGAP35					2.275779551		-2.573133106			yes	well					"Round, small"		Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	H13	LM2_ONTARGETPlus_1A_H13	L-003875-00	613	BCR		2.197249311								yes	well		"Large, spread"							
LM2_ONTARGETPlus_1A	H14	LM2_ONTARGETPlus_1A_H14	L-020676-00	56848	ARHGEF38	3.489193277									yes	well	Spindly								
LM2_ONTARGETPlus_1A	H15	LM2_ONTARGETPlus_1A_H15	L-008235-00	50649	ARHGEF4					2.784670688		-1.63204708			yes	well					"Round, small"		Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	H16	LM2_ONTARGETPlus_1A_H16	L-010323-01	23075	SWAP70	2.600246272						-1.962928877			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	H17	LM2_ONTARGETPlus_1A_H17	L-009444-00	4983	OPHN1	1.933536018									yes	well	Spindly								
LM2_ONTARGETPlus_1A	H18	LM2_ONTARGETPlus_1A_H18	L-008650-00	29127	RACGAP1		1.754425239								yes	well		"Large, spread"							
LM2_ONTARGETPlus_1A	H3	LM2_ONTARGETPlus_1A_H3	L-014170-01	57722	IGDCC4			1.954841501						-3.375745509	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	H4	LM2_ONTARGETPlus_1A_H4	L-008426-00	23092	ARHGAP26			1.997684184						-3.60455427	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	H5	LM2_ONTARGETPlus_1A_H5	L-018931-00	80005	DOCK5							-2.765970235		-2.221834145	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	H6	LM2_ONTARGETPlus_1A_H6	L-031878-01	153478	PLEKHG4B							-1.518803657		-2.534192365	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	H7	LM2_ONTARGETPlus_1A_H7	L-008434-00	26230	TIAM2									-4.727586082	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	H8	LM2_ONTARGETPlus_1A_H8	L-021122-00	9824	ARHGAP11A							-2.591340539		-2.958743664	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	H9	LM2_ONTARGETPlus_1A_H9	L-013873-01	57449	PLEKHG5		2.640073383							-3.067555283	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	I10	LM2_ONTARGETPlus_1A_I10	L-009751-00	9828	ARHGEF17						2.468879282			-3.703210546	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	I11	LM2_ONTARGETPlus_1A_I11	L-009421-00	9138	ARHGEF1									-2.376053013	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	I13	LM2_ONTARGETPlus_1A_I13	L-013243-00	50650	ARHGEF3	1.600180891						-2.28662129			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	I15	LM2_ONTARGETPlus_1A_I15	L-008519-00	10160	FARP1	2.544687084							2.728857244		yes	well	Spindly							High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_ONTARGETPlus_1A	I16	LM2_ONTARGETPlus_1A_I16	L-003860-00	387	RHOA	1.544621704						-3.912825772			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	I20	LM2_ONTARGETPlus_1A_I20	L-009389-00	9886	RHOBTB1					3.420784609			3.107942081		yes	well					"Round, small"			High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_ONTARGETPlus_1A	I21	LM2_ONTARGETPlus_1A_I21	L-008519-00	10160	FARP1	4.767054596							2.929641757		yes	well	Spindly							High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_ONTARGETPlus_1A	I23	LM2_ONTARGETPlus_1A_I23	M-003865-02	9113	LATS1						5.285713712				yes	well						High nuclear YAP/TAZ			
LM2_ONTARGETPlus_1A	I3	LM2_ONTARGETPlus_1A_I3	L-009323-00	5923	RASGRF1		1.754425239	1.954841501						-2.982455592	yes	well		"Large, spread"	Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	I4	LM2_ONTARGETPlus_1A_I4	L-009727-00	8153	RND2		2.197249311							-2.376443098	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	I5	LM2_ONTARGETPlus_1A_I5	L-009654-00	23370	ARHGEF18	3.378074901				1.936518792		-2.865643165			yes	well	Spindly				"Round, small"		Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	I7	LM2_ONTARGETPlus_1A_I7	L-010234-00	27237	ARHGEF16						1.917636504				yes	well						High nuclear YAP/TAZ			
LM2_ONTARGETPlus_1A	I8	LM2_ONTARGETPlus_1A_I8	L-009252-00	23221	RHOBTB2		2.197249311		6.051494202	2.021333982	2.419191709				yes	well		"Large, spread"		Fan	"Round, small"	High nuclear YAP/TAZ			
LM2_ONTARGETPlus_1A	I9	LM2_ONTARGETPlus_1A_I9	L-008555-00	389	RHOC	4.544817845						-1.69271016			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	J10	LM2_ONTARGETPlus_1A_J10	L-031878-01	153478	PLEKHG4B									-2.801752525	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	J11	LM2_ONTARGETPlus_1A_J11	L-022051-01	26030	PLEKHG3									-2.666653525	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	J12	LM2_ONTARGETPlus_1A_J12	L-008650-00	29127	RACGAP1		6.182665959							-3.544702335	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	J14	LM2_ONTARGETPlus_1A_J14	L-032927-01	389337	ARHGEF37									-2.313837844	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	J15	LM2_ONTARGETPlus_1A_J15	L-014170-01	57722	IGDCC4		2.640073383							-1.741486852	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	J16	LM2_ONTARGETPlus_1A_J16	L-032927-01	389337	ARHGEF37									-1.629650536	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	J17	LM2_ONTARGETPlus_1A_J17	L-024733-01	345930	ECT2L		1.754425239								yes	well		"Large, spread"							
LM2_ONTARGETPlus_1A	J20	LM2_ONTARGETPlus_1A_J20	L-010231-00	9459	ARHGEF6		1.754425239								yes	well		"Large, spread"							
LM2_ONTARGETPlus_1A	J21	LM2_ONTARGETPlus_1A_J21	L-026514-01	57569	ARHGAP20	1.766858455									yes	well	Spindly								
LM2_ONTARGETPlus_1A	J22	LM2_ONTARGETPlus_1A_J22	L-003935-00	7409	VAV1						1.848592899				yes	well						High nuclear YAP/TAZ			
LM2_ONTARGETPlus_1A	J23	LM2_ONTARGETPlus_1A_J23	M-003865-02	9113	LATS1		2.197249311				4.802706264				yes	well		"Large, spread"				High nuclear YAP/TAZ			
LM2_ONTARGETPlus_1A	J3	LM2_ONTARGETPlus_1A_J3	L-013854-01	57221	ARFGEF3									-2.719841038	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	J4	LM2_ONTARGETPlus_1A_J4	L-004775-01	57584	ARHGAP21									-3.532264041	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	J5	LM2_ONTARGETPlus_1A_J5	L-018931-00	80005	DOCK5							-2.428324462			yes	well							Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	J6	LM2_ONTARGETPlus_1A_J6	L-017817-01	50619	DEF6									-2.942045337	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	J7	LM2_ONTARGETPlus_1A_J7	L-013854-01	57221	ARFGEF3							-2.190649404		-1.981850326	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	J8	LM2_ONTARGETPlus_1A_J8	L-023079-00	55619	DOCK10			1.804892108							yes	well			Triangular						
LM2_ONTARGETPlus_1A	J9	LM2_ONTARGETPlus_1A_J9	L-020318-02	55200	PLEKHG6									-1.881850299	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	K10	LM2_ONTARGETPlus_1A_K10	L-008480-00	23365	ARHGEF12	2.044654394						-1.615796521			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	K12	LM2_ONTARGETPlus_1A_K12	L-009883-00	9181	ARHGEF2		1.754425239					-2.153298643			yes	well		"Large, spread"					Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	K13	LM2_ONTARGETPlus_1A_K13	L-010371-02	89846	FGD3									-1.555418332	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	K16	LM2_ONTARGETPlus_1A_K16	L-007123-00	121512	FGD4					1.894111198		-2.940259605			yes	well					"Round, small"		Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	K17	LM2_ONTARGETPlus_1A_K17	L-017096-01	55160	ARHGEF10L				2.280369519						yes	well				Fan					
LM2_ONTARGETPlus_1A	K18	LM2_ONTARGETPlus_1A_K18	L-032365-02	445328	ARHGEF35							-1.598482444	3.399858915		yes	well							Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_ONTARGETPlus_1A	K19	LM2_ONTARGETPlus_1A_K19	L-028077-01	152273	FGD5	1.600180891									yes	well	Spindly								
LM2_ONTARGETPlus_1A	K20	LM2_ONTARGETPlus_1A_K20	L-009252-00	23221	RHOBTB2				7.983045868	4.735420047	3.183818788		2.469895887		yes	well				Fan	"Round, small"	High nuclear YAP/TAZ		High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_ONTARGETPlus_1A	K21	LM2_ONTARGETPlus_1A_K21	L-007741-00	5880	RAC2	2.544687084						-2.010234168			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	K22	LM2_ONTARGETPlus_1A_K22	L-009883-00	9181	ARHGEF2							-1.701813877			yes	well							Low nuclear YAP/TAZ		
LM2_ONTARGETPlus_1A	K23	LM2_ONTARGETPlus_1A_K23	M-004632-00	26524	LATS2		2.197249311				4.179569653			-5.299587663	yes	well		"Large, spread"				High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	K3	LM2_ONTARGETPlus_1A_K3	L-010371-02	89846	FGD3		3.525721527	2.040526868						-3.939521522	yes	well		"Large, spread"	Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	K4	LM2_ONTARGETPlus_1A_K4	L-008868-00	11214	AKAP13		3.968545599							-3.114894348	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	K5	LM2_ONTARGETPlus_1A_K5	L-010098-01	23263	MCF2L									-2.290086935	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	K7	LM2_ONTARGETPlus_1A_K7	L-024516-00	5924	RASGRF2	2.766923835									yes	well	Spindly								
LM2_ONTARGETPlus_1A	K8	LM2_ONTARGETPlus_1A_K8	L-009731-00	22899	ARHGEF15						1.562081084				yes	well						High nuclear YAP/TAZ			
LM2_ONTARGETPlus_1A	K9	LM2_ONTARGETPlus_1A_K9	L-010360-00	9826	ARHGEF11		1.754425239								yes	well		"Large, spread"							
LM2_ONTARGETPlus_1A	L10	LM2_ONTARGETPlus_1A_L10	L-004158-00	2909	ARHGAP35							-2.214131887		-1.742105508	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	L11	LM2_ONTARGETPlus_1A_L11	L-003791-01	1124	CHN2									-2.532560207	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	L12	LM2_ONTARGETPlus_1A_L12	L-008611-00	29	ABR									-2.686016124	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	L13	LM2_ONTARGETPlus_1A_L13	L-006450-00	1894	ECT2		9.725258536		1.636518963					-3.347937819	yes	well		"Large, spread"		Fan					Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	L14	LM2_ONTARGETPlus_1A_L14	L-020314-00	23229	ARHGEF9		3.968545599							-3.665595556	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_ONTARGETPlus_1A	L15	LM2_ONTARGETPlus_1A_L15	L-011253-00	1793	DOCK1	2.766923835						-1.793021202			yes	well	Spindly						Low nuclear YAP/TAZ		
