Plate	Well	Plate_Well	siRNA Pool Identifier	Gene Identifier	Gene Symbol	Z-score (Spindly)	"Z-score (Large, spread)"	Z-score (Triangular)	Z-score (Fan)	"Z-score (Round, small)"	Z-score (High nuclear YAP/TAZ)	Z-score (Low nuclear YAP/TAZ)	Z-score (High total YAP/TAZ)	Z-score (Low total YAP/TAZ)	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8	Phenotype 9
LM2_siGENOME_1A	D8	LM2_siGENOME_1A_D8	M-009535-00	4650	MYO9B		1.505215877			2.593071261		-4.301147683		-2.122575551	yes	well		"Large, spread"			"Round, small"		Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	D9	LM2_siGENOME_1A_D9	M-024733-01	345930	ECT2L								2.168993661		yes	well								High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1A	E10	LM2_siGENOME_1A_E10	M-010098-01	23263	MCF2L	4.74594621						-9.879398393			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1A	E12	LM2_siGENOME_1A_E12	M-026895-01	55785	FGD6	2.8528754						-3.063058549			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1A	E13	LM2_siGENOME_1A_E13	M-008365-01	6453	ITSN1	2.600465959									yes	well	Spindly								
LM2_siGENOME_1A	E14	LM2_siGENOME_1A_E14	M-014602-01	80243	PREX2		3.615458601	2.212987529	3.79902076		4.609334206			-3.109744534	yes	well		"Large, spread"	Triangular	Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	E15	LM2_siGENOME_1A_E15	M-005093-02	7984	ARHGEF5	3.988717886	1.505215877	1.992305047				-2.005490723		-2.406811594	yes	well	Spindly	"Large, spread"	Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	E16	LM2_siGENOME_1A_E16	M-022573-01	25894	PLEKHG4			2.574104318						-5.033974933	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	E18	LM2_siGENOME_1A_E18	M-028077-01	152273	FGD5							-2.965384899		-3.448548072	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	E19	LM2_siGENOME_1A_E19	M-013243-00	50650	ARHGEF3		1.505215877					-2.597166504			yes	well		"Large, spread"					Low nuclear YAP/TAZ		
LM2_siGENOME_1A	E21	LM2_siGENOME_1A_E21	M-009323-00	5923	RASGRF1					3.475160277	2.79937682		4.693913386		yes	well					"Round, small"	High nuclear YAP/TAZ		High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1A	E22	LM2_siGENOME_1A_E22	M-010371-01	89846	FGD3	2.032544715						-3.777790084			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1A	E3	LM2_siGENOME_1A_E3	M-009883-01	9181	ARHGEF2	2.663568319						-3.902209828		-2.221787948	yes	well	Spindly						Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	E6	LM2_siGENOME_1A_E6	M-005047-00	7204	TRIO		2.208630119							-1.708048502	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	E7	LM2_siGENOME_1A_E7	M-024506-02	64283	ARHGEF28		1.856922998				4.187445712			-2.353575928	yes	well		"Large, spread"				High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	E8	LM2_siGENOME_1A_E8	M-031878-01	153478	PLEKHG4B						3.303104803			-2.065532677	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	E9	LM2_siGENOME_1A_E9	M-008370-02	128272	ARHGEF19							-2.902048251	1.580802074		yes	well							Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1A	F10	LM2_siGENOME_1A_F10	M-009302-00	116984	ARAP2					5.983600917			3.225925966		yes	well					"Round, small"			High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1A	F11	LM2_siGENOME_1A_F11	M-032927-01	389337	ARHGEF37				1.885107025						yes	well				Fan					
LM2_siGENOME_1A	F12	LM2_siGENOME_1A_F12	M-009546-01	23616	SH3BP1					1.6282864		-2.795538308			yes	well					"Round, small"		Low nuclear YAP/TAZ		
LM2_siGENOME_1A	F13	LM2_siGENOME_1A_F13	M-031950-01	57572	DOCK6				6.988876985						yes	well				Fan					
LM2_siGENOME_1A	F14	LM2_siGENOME_1A_F14	M-008966-00	392	ARHGAP1	4.493536769						-7.59755926			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1A	F15	LM2_siGENOME_1A_F15	M-031725-01	85440	DOCK7	2.032544715				2.207157317		-4.489259899	4.107716599		yes	well	Spindly				"Round, small"		Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1A	F17	LM2_siGENOME_1A_F17	M-006450-00	1894	ECT2		6.780822687		6.457234281		6.834241521			-1.990410425	yes	well		"Large, spread"		Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	F18	LM2_siGENOME_1A_F18	M-008335-01	55114	ARHGAP17	5.944891057						-6.263397683	1.596693469		yes	well	Spindly						Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1A	F19	LM2_siGENOME_1A_F19	M-027177-02	84033	OBSCN	1.780135274				1.545590555		-3.49069953	3.881096293		yes	well	Spindly				"Round, small"		Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1A	F21	LM2_siGENOME_1A_F21	M-015696-01	139818	DOCK11						3.192977317			-1.888210711	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	F22	LM2_siGENOME_1A_F22	M-035016-00	89839	FAM7A2	2.032544715				2.841158797		-2.496646263	2.105386484		yes	well	Spindly				"Round, small"		Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1A	F3	LM2_siGENOME_1A_F3	M-010323-01	23075	SWAP70					5.487425845		-1.822063521	2.870594022		yes	well					"Round, small"		Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1A	F4	LM2_siGENOME_1A_F4	M-004158-02	2909	GRLF1							-1.990724032			yes	well							Low nuclear YAP/TAZ		
LM2_siGENOME_1A	F6	LM2_siGENOME_1A_F6	M-020676-00	56848	FLJ20184									-1.574711712	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	F8	LM2_siGENOME_1A_F8	M-008650-00	29127	RACGAP1		11.35301526		7.307862607		6.038797274			-2.927265413	yes	well		"Large, spread"		Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	F9	LM2_siGENOME_1A_F9	M-019915-00	1794	DOCK2	3.231489562									yes	well	Spindly								
LM2_siGENOME_1A	G10	LM2_siGENOME_1A_G10	M-009313-00	23101	MCF2L2		2.560337239							-1.982619348	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	G11	LM2_siGENOME_1A_G11	M-003875-05	613	BCR						1.652734419			-2.188337065	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	G12	LM2_siGENOME_1A_G12	M-026895-01	55785	FGD6	3.988717886						-2.975881703			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1A	G13	LM2_siGENOME_1A_G13	M-010360-00	9826	ARHGEF11			2.734600668	2.735735352		2.343032715			-2.406576432	yes	well			Triangular	Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	G14	LM2_siGENOME_1A_G14	M-008431-00	221472	FGD2	3.483899003				1.79367809		-2.290742853			yes	well	Spindly				"Round, small"		Low nuclear YAP/TAZ		
LM2_siGENOME_1A	G15	LM2_siGENOME_1A_G15	M-013460-01	9639	ARHGEF10	2.221851796						-4.627734686			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1A	G16	LM2_siGENOME_1A_G16	M-013873-01	57449	PLEKHG5				6.031920117		2.541226607		1.547404727		yes	well				Fan		High nuclear YAP/TAZ		High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1A	G17	LM2_siGENOME_1A_G17	M-010234-01	27237	ARHGEF16						2.846167658				yes	well						High nuclear YAP/TAZ			
LM2_siGENOME_1A	G18	LM2_siGENOME_1A_G18	M-010371-01	89846	FGD3	3.357694283						-6.144849032		-2.231292176	yes	well	Spindly						Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	G19	LM2_siGENOME_1A_G19	M-024516-01	5924	RASGRF2	3.799410805						-6.636241788			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1A	G20	LM2_siGENOME_1A_G20	M-013873-01	57449	PLEKHG5				4.011677842		3.750731223				yes	well				Fan		High nuclear YAP/TAZ			
LM2_siGENOME_1A	G21	LM2_siGENOME_1A_G21	M-013243-00	50650	ARHGEF3							-2.854901589		-1.975278772	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	G22	LM2_siGENOME_1A_G22	M-031878-01	153478	PLEKHG4B						2.285626465			-2.313725915	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	G4	LM2_siGENOME_1A_G4	M-003932-02	7074	TIAM1	1.843237634						-2.228710893		-1.962331085	yes	well	Spindly						Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	G5	LM2_siGENOME_1A_G5	M-009654-00	23370	ARHGEF18		3.263751481	3.416710158				-1.54380926		-5.679701848	yes	well		"Large, spread"	Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	G6	LM2_siGENOME_1A_G6	M-023690-01	64857	PLEKHG2	2.78977304	1.856922998	2.995407238				-2.217680353		-4.483537159	yes	well	Spindly	"Large, spread"	Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	G7	LM2_siGENOME_1A_G7	M-008611-00	29	ABR	5.881788697									yes	well	Spindly								
LM2_siGENOME_1A	G8	LM2_siGENOME_1A_G8	M-010231-00	9459	ARHGEF6			2.192925486							yes	well			Triangular						
LM2_siGENOME_1A	H10	LM2_siGENOME_1A_H10	M-003791-02	1124	CHN2	4.74594621		2.313297748				-3.300570978		-3.290019715	yes	well	Spindly		Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	H11	LM2_siGENOME_1A_H11	M-015469-00	221178	SPATA13				4.968634709		3.186750399			-1.908653925	yes	well				Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	H12	LM2_siGENOME_1A_H12	M-003875-05	613	BCR					2.234722598				-2.36862969	yes	well					"Round, small"				Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	H13	LM2_siGENOME_1A_H13	M-008235-01	50649	ARHGEF4				2.52307827			-2.925414018			yes	well				Fan			Low nuclear YAP/TAZ		
LM2_siGENOME_1A	H14	LM2_siGENOME_1A_H14	M-020676-00	56848	FLJ20184	1.906339995						-1.785532271		-2.395972869	yes	well	Spindly						Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	H15	LM2_siGENOME_1A_H15	M-020314-01	23229	ARHGEF9		1.505215877							-2.955550876	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	H16	LM2_siGENOME_1A_H16	M-026304-01	23268	DNMBP			2.413607967						-3.385605608	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	H17	LM2_siGENOME_1A_H17	M-020318-01	55200	PLEKHG6			1.631188259						-2.650000744	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	H18	LM2_siGENOME_1A_H18	M-009444-01	4983	OPHN1				8.371148015		4.404023837			-1.869707698	yes	well				Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	H19	LM2_siGENOME_1A_H19	M-011253-01	1793	DOCK1	4.872150931						-5.55702801			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1A	H20	LM2_siGENOME_1A_H20	M-007052-01	64411	ARAP3			2.032429135						-1.602560366	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	H21	LM2_siGENOME_1A_H21	M-032927-01	389337	ARHGEF37				1.991435566		2.503865101			-2.257631677	yes	well				Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	H22	LM2_siGENOME_1A_H22	M-030269-01	55701	ARHGEF40	3.357694283			1.991435566			-2.262099032			yes	well	Spindly			Fan			Low nuclear YAP/TAZ		
LM2_siGENOME_1A	H3	LM2_siGENOME_1A_H3	M-012695-01	1795	DOCK3						2.766641024				yes	well						High nuclear YAP/TAZ			
LM2_siGENOME_1A	H4	LM2_siGENOME_1A_H4	M-006539-01	4649	MYO9A	1.780135274						-2.491901944			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1A	H5	LM2_siGENOME_1A_H5	M-014040-00	23348	DOCK9					8.161258175			2.850778828		yes	well					"Round, small"			High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1A	H6	LM2_siGENOME_1A_H6	M-009136-02	116985	ARAP1					8.326649865	2.550418723				yes	well					"Round, small"	High nuclear YAP/TAZ			
LM2_siGENOME_1A	H8	LM2_siGENOME_1A_H8	M-008335-01	55114	ARHGAP17	9.731032678						-8.506689231			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1A	H9	LM2_siGENOME_1A_H9	M-023079-01	55619	DOCK10			3.075655413				-3.539743919		-4.173168683	yes	well			Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	I10	LM2_siGENOME_1A_I10	M-009313-00	23101	MCF2L2				1.778778485					-2.437895052	yes	well				Fan					Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	I11	LM2_siGENOME_1A_I11	M-008480-00	23365	ARHGEF12	3.168387202		1.631188259				-8.559291859		-3.537854773	yes	well	Spindly		Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	I12	LM2_siGENOME_1A_I12	M-005199-02	7410	VAV2			2.092615266	3.79902076		1.671711692			-3.017771299	yes	well			Triangular	Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	I13	LM2_siGENOME_1A_I13	M-009731-00	22899	ARHGEF15						1.93217476			-1.683859904	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	I14	LM2_siGENOME_1A_I14	M-028077-01	152273	FGD5			3.135841544				-4.698069203		-4.649155311	yes	well			Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	I16	LM2_siGENOME_1A_I16	M-015006-01	84904	ARHGEF39		1.505215877				4.006272061			-3.322460167	yes	well		"Large, spread"				High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	I17	LM2_siGENOME_1A_I17	M-024516-01	5924	RASGRF2	4.367332048						-7.438980424			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1A	I18	LM2_siGENOME_1A_I18	M-022051-01	26030	PLEKHG3				2.735735352					-1.965945211	yes	well				Fan					Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	I19	LM2_siGENOME_1A_I19	M-009654-00	23370	ARHGEF18			3.175965632				-3.310652655		-5.318070985	yes	well			Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	I21	LM2_siGENOME_1A_I21	M-009883-01	9181	ARHGEF2	2.221851796						-2.343345481		-2.165007683	yes	well	Spindly						Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	I22	LM2_siGENOME_1A_I22	M-004121-01	115557	ARHGEF25					2.951419924					yes	well					"Round, small"				
LM2_siGENOME_1A	I3	LM2_siGENOME_1A_I3	M-005194-01	6654	SOS1					2.703332388			2.522769363		yes	well					"Round, small"			High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
LM2_siGENOME_1A	I5	LM2_siGENOME_1A_I5	M-009354-00	25791	NGEF					1.903939217	3.600810769				yes	well					"Round, small"	High nuclear YAP/TAZ			
LM2_siGENOME_1A	I7	LM2_siGENOME_1A_I7	M-009731-00	22899	ARHGEF15				2.735735352		2.297368652				yes	well				Fan		High nuclear YAP/TAZ			
LM2_siGENOME_1A	I8	LM2_siGENOME_1A_I8	M-024745-01	57480	PLEKHG1	4.430434409						-1.801781561			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1A	I9	LM2_siGENOME_1A_I9	M-009833-00	26084	ARHGEF26			3.416710158				-1.809491078		-3.36955794	yes	well			Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	J10	LM2_siGENOME_1A_J10	M-013854-01	57221	KIAA1244			2.273173661						-2.860052013	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	J11	LM2_siGENOME_1A_J11	M-026106-01	81704	DOCK8						1.622726607			-2.900484674	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	J12	LM2_siGENOME_1A_J12	M-004158-02	2909	GRLF1	4.430434409		2.052491179				-3.430328081			yes	well	Spindly		Triangular				Low nuclear YAP/TAZ		
LM2_siGENOME_1A	J13	LM2_siGENOME_1A_J13	M-019915-00	1794	DOCK2	3.294591922									yes	well	Spindly								
LM2_siGENOME_1A	J14	LM2_siGENOME_1A_J14	M-021122-00	9824	ARHGAP11A	4.367332048		2.253111617				-7.056647683		-2.502143826	yes	well	Spindly		Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	J15	LM2_siGENOME_1A_J15	M-014168-01	57679	ALS2				7.201534066		2.55379905				yes	well				Fan		High nuclear YAP/TAZ			
LM2_siGENOME_1A	J16	LM2_siGENOME_1A_J16	M-003875-05	613	BCR						1.875776678			-2.693889541	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	J18	LM2_siGENOME_1A_J18	M-006539-01	4649	MYO9A	2.284954157									yes	well	Spindly								
LM2_siGENOME_1A	J19	LM2_siGENOME_1A_J19	M-015469-00	221178	SPATA13				7.73317677		2.859392445			-2.039553038	yes	well				Fan		High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	J20	LM2_siGENOME_1A_J20	M-008426-01	23092	ARHGAP26				3.79902076						yes	well				Fan					
LM2_siGENOME_1A	J21	LM2_siGENOME_1A_J21	M-032389-00	440107	PLEKHG7									-3.555453573	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
LM2_siGENOME_1A	J22	LM2_siGENOME_1A_J22	M-008611-00	29	ABR	6.702119381						-4.301681419			yes	well	Spindly						Low nuclear YAP/TAZ		
LM2_siGENOME_1A	J3	LM2_siGENOME_1A_J3	M-026106-01	81704	DOCK8		2.208630119				4.630387118				yes	well		"Large, spread"				High nuclear YAP/TAZ			
